fid,AAV2020,AN,BV2012,COUVERT,DEP,DEPCOM,DOM,ECLAIRE,EPCI,DCIRIS,LAMBERT_X,LAMBERT_Y,QP,QUALI_IRIS,QUALI_QP,QUALI_QVA,QUALI_ZFU,QUALI_ZUS,QUALITE_XY,QVA,REG,SDOM,TYPEQU,UU2020,ZFU,ZUS,NB_SALLES,NB_AIREJEU,codearondo
"753","003","2021","83116",OUI,"83","83110",F,OUI,"200068104","831100000","931127","6259022",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F114,CSZ,CSZ,CSZ,,"1","383"
"754","003","2021","83116",NON,"83","83110",F,OUI,"200068104","831100000","930801.3","6258699",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F103,CSZ,CSZ,CSZ,,"2","383"
"755","003","2021","83116",OUI,"83","83110",F,OUI,"200068104","831100000","931358.3","6258796",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F116,CSZ,CSZ,CSZ,,"1","383"
"756","003","2021","83116",NON,"83","83110",F,OUI,"200068104","831100000","930774.1","6258800",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F113,CSZ,CSZ,CSZ,,"2","383"
"757","003","2021","83116",OUI,"83","83110",F,NON,"200068104","831100000","930783.1","6260215",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F106,CSZ,CSZ,CSZ,,"5","383"
"758","003","2021","83116",NON,"83","83110",F,NON,"200068104","831100000","931408","6258790",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F113,CSZ,CSZ,CSZ,,"1","383"
"759","018","2021","83064",NON,"83","83111",F,NON,"200068104","831110000","954000.7","6254244",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F111,"83122",CSZ,CSZ,,"1","383"
"760","018","2021","83064",NON,"83","83111",F,OUI,"200068104","831110000","953027.1","6253876",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F113,"83122",CSZ,CSZ,,"1","383"
"761","018","2021","83064",NON,"83","83111",F,OUI,"200068104","831110000","953072.9","6253827",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F103,"83122",CSZ,CSZ,,"2","383"
"762","126","2021","83050",OUI,"83","83058",F,OUI,"248300493","830580000","974009.5","6276640",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F114,"83501",CSZ,CSZ,,"1","183"
"763","126","2021","83050",OUI,"83","83058",F,OUI,"248300493","830580000","974009.5","6276640",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F116,"83501",CSZ,CSZ,,"1","183"
"764","018","2021","83064",OUI,"83","83059",F,OUI,"200068104","830590000","949985.7","6253599",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F112,"83122",CSZ,CSZ,,"1","383"
"765","018","2021","83064",NON,"83","83059",F,OUI,"200068104","830590000","949912.5","6253165",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F103,"83122",CSZ,CSZ,,"2","383"
"766","018","2021","83064",NON,"83","83059",F,NON,"200068104","830590000","949915.3","6253218",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F111,"83122",CSZ,CSZ,,"1","383"
"767","018","2021","83064",NON,"83","83059",F,OUI,"200068104","830590000","950046.9","6253217",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F103,"83122",CSZ,CSZ,,"2","383"
"768","018","2021","83064",NON,"83","83059",F,OUI,"200068104","830590000","950098.3","6253482",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F111,"83122",CSZ,CSZ,,"1","383"
"769","018","2021","83064",OUI,"83","83059",F,OUI,"200068104","830590000","949802.1","6253269",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F114,"83122",CSZ,CSZ,,"1","383"
"770","018","2021","83064",OUI,"83","83059",F,OUI,"200068104","830590000","949801.9","6253272",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F116,"83122",CSZ,CSZ,,"1","383"
"771","092","2021","83061",NON,"83","83061",F,NON,"200035319","830610103","1002851","6267448",HZ,"2","2","2",X,"2",Bonne,"9383005","93",F1,F113,"83502",CSZ,HZ,,"1","183"
"772","092","2021","83061",NON,"83","83061",F,OUI,"200035319","830610103","1002902","6267339",HZ,"2","2","2",X,"2",Bonne,"9383005","93",F1,F111,"83502",CSZ,HZ,,"1","183"
"773","092","2021","83061",OUI,"83","83061",F,OUI,"200035319","830610105","1004109","6266273",HZ,"2","2","2",X,"2",Bonne,HZ,"93",F1,F120,"83502",CSZ,HZ,,"3","183"
"774","092","2021","83061",OUI,"83","83061",F,OUI,"200035319","830610109","1003836","6265573",HZ,"2","2","2",X,"2",Bonne,HZ,"93",F1,F116,"83502",CSZ,HZ,,"1","183"
"775","092","2021","83061",NON,"83","83061",F,OUI,"200035319","830610109","1003811","6265547",HZ,"2","2","2",X,"2",Bonne,HZ,"93",F1,F111,"83502",CSZ,HZ,,"2","183"
"776","092","2021","83061",NON,"83","83061",F,OUI,"200035319","830610111","1002294","6266111",HZ,"2","2","2",X,"2",Bonne,"9383020","93",F1,F102,"83502",CSZ,HZ,,"1","183"
"777","092","2021","83061",OUI,"83","83061",F,OUI,"200035319","830610104","1003029","6266895",HZ,"2","2","2",X,"2",Bonne,HZ,"93",F1,F121,"83502",CSZ,HZ,,"1","183"
"778","092","2021","83061",OUI,"83","83061",F,OUI,"200035319","830610104","1003030","6266895",HZ,"2","2","2",X,"2",Bonne,HZ,"93",F1,F116,"83502",CSZ,HZ,,"1","183"
"779","092","2021","83061",OUI,"83","83061",F,OUI,"200035319","830610104","1003028","6266896",HZ,"2","2","2",X,"2",Bonne,HZ,"93",F1,F114,"83502",CSZ,HZ,,"1","183"
"780","092","2021","83061",OUI,"83","83061",F,OUI,"200035319","830610104","1002836","6266851",HZ,"2","2","2",X,"2",Bonne,HZ,"93",F1,F112,"83502",CSZ,HZ,,"1","183"
"781","092","2021","83061",OUI,"83","83061",F,OUI,"200035319","830610104","1002806","6266813",HZ,"2","2","2",X,"2",Bonne,HZ,"93",F1,F116,"83502",CSZ,HZ,,"1","183"
"782","018","2021","83137",NON,"83","83069",F,OUI,"248300543","830690117","958956.1","6230392",HZ,"2","2","2",X,X,Bonne,HZ,"93",F1,F106,"00757",CSZ,CSZ,,"2","283"
"783","018","2021","83137",NON,"83","83069",F,NON,"248300543","830690116","955400.1","6228531",HZ,"2","2","2",X,X,Bonne,HZ,"93",F1,F108,"00757",CSZ,CSZ,,"1","283"
"784","018","2021","83137",OUI,"83","83069",F,OUI,"248300543","830690117","958828.6","6228480",HZ,"2","2","2",X,X,Bonne,HZ,"93",F1,F116,"00757",CSZ,CSZ,,"1","283"
"785","018","2021","83137",NON,"83","83069",F,OUI,"248300543","830690117","958874.3","6228477",HZ,"2","2","2",X,X,Bonne,HZ,"93",F1,F103,"00757",CSZ,CSZ,,"4","283"
"786","018","2021","83137",NON,"83","83069",F,OUI,"248300543","830690117","958839.8","6228424",HZ,"2","2","2",X,X,Bonne,HZ,"93",F1,F102,"00757",CSZ,CSZ,,"2","283"
"787","018","2021","83137",NON,"83","83069",F,NON,"248300543","830690102","956709.6","6229341",HZ,"2","2","2",X,X,Bonne,HZ,"93",F1,F111,"00757",CSZ,CSZ,,"1","283"
"788","018","2021","83137",OUI,"83","83069",F,OUI,"248300543","830690102","956722.1","6229396",HZ,"2","2","2",X,X,Bonne,HZ,"93",F1,F121,"00757",CSZ,CSZ,,"2","283"
"789","018","2021","83137",NC,"83","83069",F,NC,"248300543","830690124","975845.1","6218202",HZ,"2","2","2",X,X,Bonne,HZ,"93",F2,F202,"00757",CSZ,CSZ,,"1","283"
"790","018","2021","83137",NON,"83","83069",F,NON,"248300543","830690122","954599.9","6225082",HZ,"2","2","2",X,X,Bonne,HZ,"93",F1,F118,"00757",CSZ,CSZ,,"1","283"
"791","018","2021","83137",NC,"83","83069",F,NC,"248300543","830690118","956615.7","6219408",HZ,"2","2","2",X,X,Bonne,HZ,"93",F2,F202,"00757",CSZ,CSZ,,"1","283"
"792","018","2021","83137",NC,"83","83069",F,NC,"248300543","830690123","961323.7","6216537",HZ,"2","2","2",X,X,Bonne,HZ,"93",F2,F203,"00757",CSZ,CSZ,,"7","283"
"793","018","2021","83137",NON,"83","83069",F,OUI,"248300543","830690113","954392.9","6228374",HZ,"2","2","2",X,X,Bonne,HZ,"93",F1,F102,"00757",CSZ,CSZ,,"1","283"
"794","018","2021","83137",NON,"83","83069",F,OUI,"248300543","830690117","960374.2","6229309",HZ,"2","2","2",X,X,Bonne,HZ,"93",F1,F102,"00757",CSZ,CSZ,,"1","283"
"795","018","2021","83137",NON,"83","83069",F,OUI,"248300543","830690117","958596","6227958",HZ,"2","2","2",X,X,Bonne,HZ,"93",F1,F102,"00757",CSZ,CSZ,,"1","283"
"796","018","2021","83137",OUI,"83","83069",F,OUI,"248300543","830690102","955067.3","6229150",HZ,"2","2","2",X,X,Bonne,HZ,"93",F1,F102,"00757",CSZ,CSZ,,"1","283"
"797","018","2021","83137",NC,"83","83069",F,NC,"248300543",83069_IND,"955002.9","6220162",HZ,"3","2","2",X,X,Bonne,HZ,"93",F2,F202,"00757",CSZ,CSZ,,"1","283"
"798","018","2021","83137",NC,"83","83069",F,NC,"248300543",83069_IND,"958434","6227648",HZ,"3","2","2",X,X,Bonne,HZ,"93",F2,F202,"00757",CSZ,CSZ,,"1","283"
"799","018","2021","83137",NC,"83","83069",F,NC,"248300543","830690120","957270.9","6225579",HZ,"2","2","2",X,X,Bonne,HZ,"93",F2,F202,"00757",CSZ,CSZ,,"1","283"
"800","018","2021","83137",OUI,"83","83090",F,OUI,"248300543","830900103","932141.9","6230260",CSZ,"2",X,X,X,"2",Bonne,CSZ,"93",F1,F112,"00757",CSZ,HZ,,"2","283"
"801","018","2021","83137",OUI,"83","83090",F,OUI,"248300543","830900103","932159.3","6230253",CSZ,"2",X,X,X,"2",Bonne,CSZ,"93",F1,F114,"00757",CSZ,HZ,,"2","283"
"802","018","2021","83137",NON,"83","83090",F,NON,"248300543","830900103","931921.8","6229585",CSZ,"2",X,X,X,"2",Bonne,CSZ,"93",F1,F103,"00757",CSZ,HZ,,"2","283"
"803","018","2021","83137",OUI,"83","83090",F,OUI,"248300543","830900103","932701.2","6229554",CSZ,"2",X,X,X,"2",Bonne,CSZ,"93",F1,F120,"00757",CSZ,HZ,,"2","283"
"804","018","2021","83137",OUI,"83","83090",F,OUI,"248300543","830900103","932922.6","6229598",CSZ,"2",X,X,X,"2",Bonne,CSZ,"93",F1,F120,"00757",CSZ,HZ,,"1","283"
"805","018","2021","83137",NON,"83","83090",F,OUI,"248300543","830900103","932508.8","6229647",CSZ,"2",X,X,X,"2",Bonne,CSZ,"93",F1,F113,"00757",CSZ,HZ,,"1","283"
"806","018","2021","83137",NON,"83","83090",F,OUI,"248300543","830900103","932558.4","6229693",CSZ,"2",X,X,X,"2",Bonne,CSZ,"93",F1,F107,"00757",CSZ,HZ,,"1","283"
"807","018","2021","83137",NON,"83","83090",F,NON,"248300543","830900103","932406.8","6229695",CSZ,"2",X,X,X,"2",Bonne,CSZ,"93",F1,F111,"00757",CSZ,HZ,,"1","283"
"808","018","2021","83137",NON,"83","83090",F,NON,"248300543","830900103","932754.5","6229093",CSZ,"2",X,X,X,"2",Bonne,CSZ,"93",F1,F106,"00757",CSZ,HZ,,"1","283"
"809","018","2021","83137",NON,"83","83090",F,NON,"248300543","830900101","931907.6","6230634",CSZ,"2",X,X,X,"2",Bonne,CSZ,"93",F1,F111,"00757",CSZ,HZ,,"1","283"
"810","018","2021","83137",NON,"83","83090",F,OUI,"248300543","830900102","933306.1","6231251",CSZ,"2",X,X,X,"2",Bonne,CSZ,"93",F1,F106,"00757",CSZ,HZ,,"2","283"
"811","018","2021","83137",NON,"83","83090",F,NON,"248300543","830900104","930029.9","6232744",CSZ,"2",X,X,X,"2",Bonne,CSZ,"93",F1,F109,"00757",CSZ,HZ,,"1","283"
"812","018","2021","83137",NON,"83","83090",F,NON,"248300543","830900105","931489.8","6230042",CSZ,"2",X,X,X,"2",Bonne,CSZ,"93",F1,F111,"00757",CSZ,HZ,,"1","283"
"813","018","2021","83137",NON,"83","83090",F,OUI,"248300543","830900101","931804.5","6230693",CSZ,"2",X,X,X,"2",Bonne,CSZ,"93",F1,F102,"00757",CSZ,HZ,,"1","283"
"814","018","2021","83137",OUI,"83","83090",F,OUI,"248300543","830900104","931522.3","6230882",CSZ,"2",X,X,X,"2",Bonne,CSZ,"93",F1,F121,"00757",CSZ,HZ,,"1","283"
"815","018","2021","83137",NON,"83","83090",F,OUI,"248300543","830900102","934496.5","6231001",CSZ,"2",X,X,X,"2",Bonne,CSZ,"93",F1,F113,"00757",CSZ,HZ,,"1","283"
"816","018","2021","83137",OUI,"83","83090",F,OUI,"248300543","830900102","934579.4","6231007",CSZ,"2",X,X,X,"2",Bonne,CSZ,"93",F1,F121,"00757",CSZ,HZ,,"1","283"
"817","018","2021","83137",OUI,"83","83090",F,OUI,"248300543","830900102","934579.4","6231007",CSZ,"2",X,X,X,"2",Bonne,CSZ,"93",F1,F112,"00757",CSZ,HZ,,"1","283"
"818","018","2021","83137",OUI,"83","83090",F,OUI,"248300543","830900102","934579.4","6231007",CSZ,"2",X,X,X,"2",Bonne,CSZ,"93",F1,F114,"00757",CSZ,HZ,,"1","283"
"819","018","2021","83137",NON,"83","83090",F,OUI,"248300543","830900104","930509.6","6229179",CSZ,"2",X,X,X,"2",Bonne,CSZ,"93",F1,F103,"00757",CSZ,HZ,,"8","283"
"820","018","2021","83064",OUI,"83","83111",F,OUI,"200068104","831110000","953096.6","6253925",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F116,"83122",CSZ,CSZ,,"1","383"
"821","018","2021","83064",NC,"83","83111",F,NC,"200068104","831110000","953822.3","6254320",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F2,F203,"83122",CSZ,CSZ,,"1","383"
"822","003","2021","83137",NON,"83","83112",F,NON,"248300394","831120102","919951.5","6234505",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F113,"00757",CSZ,CSZ,,"1","283"
"823","003","2021","83137",OUI,"83","83112",F,OUI,"248300394","831120103","919264.8","6234970",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F120,"00757",CSZ,CSZ,,"1","283"
"824","003","2021","83137",NON,"83","83112",F,OUI,"248300394","831120101","920445.6","6235480",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F113,"00757",CSZ,CSZ,,"1","283"
"825","003","2021","83137",OUI,"83","83112",F,OUI,"248300394","831120101","920458.5","6235556",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F121,"00757",CSZ,CSZ,,"1","283"
"826","003","2021","83137",NON,"83","83112",F,NON,"248300394","831120101","920590.1","6235942",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F113,"00757",CSZ,CSZ,,"1","283"
"827","003","2021","83137",NON,"83","83112",F,OUI,"248300394","831120103","918356","6235458",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F103,"00757",CSZ,CSZ,,"18","283"
"828","003","2021","83137",OUI,"83","83112",F,OUI,"248300394","831120101","920779.8","6235371",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F121,"00757",CSZ,CSZ,,"1","283"
"829","003","2021","83137",OUI,"83","83112",F,OUI,"248300394","831120101","920779.8","6235371",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F112,"00757",CSZ,CSZ,,"1","283"
"830","003","2021","83137",OUI,"83","83112",F,OUI,"248300394","831120101","920777.6","6235436",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F114,"00757",CSZ,CSZ,,"2","283"
"831","003","2021","83137",NON,"83","83112",F,OUI,"248300394","831120102","920296.8","6235071",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F107,"00757",CSZ,CSZ,,"1","283"
"832","003","2021","83137",NON,"83","83112",F,OUI,"248300394","831120102","920298.8","6235037",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F113,"00757",CSZ,CSZ,,"1","283"
"833","003","2021","83137",NON,"83","83112",F,OUI,"248300394","831120102","919218.4","6233467",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F102,"00757",CSZ,CSZ,,"1","283"
"834","003","2021","83137",NC,"83","83112",F,NC,"248300394",83112_IND,"919157.6","6233364",CSZ,"3",X,X,X,X,Bonne,CSZ,"93",F2,F202,"00757",CSZ,CSZ,,"1","283"
"835","003","2021","83137",NON,"83","83112",F,OUI,"248300394","831120101","920417.9","6235148",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F102,"00757",CSZ,CSZ,,"1","283"
"836","003","2021","83137",NON,"83","83112",F,NON,"248300394","831120103","918749","6234769",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F102,"00757",CSZ,CSZ,,"1","283"
"837","003","2021","83137",NON,"83","83112",F,NON,"248300394","831120102","919827.2","6234306",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F111,"00757",CSZ,CSZ,,"1","283"
"838","003","2021","83137",NON,"83","83112",F,NON,"248300394","831120102","919849.9","6234382",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F109,"00757",CSZ,CSZ,,"1","283"
"839","092","2021","83061",NON,"83","83061",F,OUI,"200035319","830610103","1002902","6267340",HZ,"2","2","2",X,"2",Bonne,"9383005","93",F1,F111,"83502",CSZ,HZ,,"1","183"
"840","092","2021","83061",OUI,"83","83061",F,OUI,"200035319","830610103","1002922","6267450",HZ,"2","2","2",X,"2",Bonne,"9383005","93",F1,F121,"83502",CSZ,HZ,,"1","183"
"841","092","2021","83061",OUI,"83","83061",F,OUI,"200035319","830610103","1002912","6267432",HZ,"2","2","2",X,"2",Bonne,"9383005","93",F1,F112,"83502",CSZ,HZ,,"1","183"
"842","092","2021","83061",OUI,"83","83061",F,OUI,"200035319","830610117","1003991","6267857",HZ,"2","2","2",X,"2",Bonne,HZ,"93",F1,F116,"83502",CSZ,HZ,,"1","183"
"843","092","2021","83061",OUI,"83","83061",F,OUI,"200035319","830610117","1004023","6267824",HZ,"2","2","2",X,"2",Bonne,HZ,"93",F1,F101,"83502",CSZ,HZ,,"2","183"
"844","092","2021","83061",NON,"83","83061",F,OUI,"200035319","830610117","1003892","6267835",HZ,"2","2","2",X,"2",Bonne,HZ,"93",F1,F107,"83502",CSZ,HZ,,"1","183"
"845","092","2021","83061",NON,"83","83061",F,OUI,"200035319","830610117","1003849","6267795",HZ,"2","2","2",X,"2",Bonne,HZ,"93",F1,F113,"83502",CSZ,HZ,,"1","183"
"846","092","2021","83061",OUI,"83","83061",F,OUI,"200035319","830610117","1003697","6267736",HZ,"2","2","2",X,"2",Bonne,HZ,"93",F1,F103,"83502",CSZ,HZ,,"9","183"
"847","092","2021","83061",NON,"83","83061",F,NON,"200035319","830610117","1003878","6267965",HZ,"2","2","2",X,"2",Bonne,HZ,"93",F1,F111,"83502",CSZ,HZ,,"1","183"
"848","092","2021","83061",NON,"83","83061",F,NON,"200035319","830610117","1004179","6268040",HZ,"2","2","2",X,"2",Bonne,HZ,"93",F1,F111,"83502",CSZ,HZ,,"1","183"
"849","092","2021","83061",OUI,"83","83061",F,OUI,"200035319","830610118","1001423","6267099",HZ,"2","2","2",X,"2",Bonne,HZ,"93",F1,F119,"83502",CSZ,HZ,,"1","183"
"850","092","2021","83061",NON,"83","83061",F,OUI,"200035319","830610114","1001450","6260799",HZ,"2","2","2",X,"2",Bonne,HZ,"93",F1,F111,"83502",CSZ,HZ,,"1","183"
"851","092","2021","83061",OUI,"83","83061",F,OUI,"200035319","830610114","1001410","6260845",HZ,"2","2","2",X,"2",Bonne,HZ,"93",F1,F121,"83502",CSZ,HZ,,"1","183"
"852","092","2021","83061",NC,"83","83061",F,NC,"200035319",83061_IND,"1003546","6265239",HZ,"3","2","2",X,"2",Bonne,HZ,"93",F2,F202,"83502",CSZ,HZ,,"1","183"
"853","092","2021","83061",NON,"83","83061",F,OUI,"200035319","830610109","1004148","6265454",HZ,"2","2","2",X,"2",Bonne,HZ,"93",F1,F118,"83502",CSZ,HZ,,"1","183"
"854","092","2021","83061",NON,"83","83061",F,OUI,"200035319","830610108","1004238","6265573",HZ,"2","2","2",X,"2",Bonne,HZ,"93",F1,F102,"83502",CSZ,HZ,,"1","183"
"855","092","2021","83061",OUI,"83","83061",F,OUI,"200035319","830610110","1002886","6265568",HZ,"2","2","2",X,"2",Bonne,HZ,"93",F1,F120,"83502",CSZ,HZ,,"1","183"
"856","092","2021","83061",NON,"83","83061",F,OUI,"200035319","830610110","1002825","6265036",HZ,"2","2","2",X,"2",Bonne,HZ,"93",F1,F113,"83502",CSZ,HZ,,"5","183"
"857","092","2021","83061",NON,"83","83061",F,NON,"200035319","830610110","1002965","6264855",HZ,"2","2","2",X,"2",Bonne,HZ,"93",F1,F109,"83502",CSZ,HZ,,"1","183"
"858","092","2021","83061",NON,"83","83061",F,NON,"200035319","830610110","1003040","6264878",HZ,"2","2","2",X,"2",Bonne,HZ,"93",F1,F102,"83502",CSZ,HZ,,"1","183"
"859","018","2021","83137",NON,"83","83069",F,NON,"248300543","830690111","953392.6","6229843",HZ,"2","2","2",X,X,Bonne,"9383027","93",F1,F111,"00757",CSZ,CSZ,,"1","283"
"860","018","2021","83137",OUI,"83","83069",F,OUI,"248300543","830690111","953390.1","6229908",HZ,"2","2","2",X,X,Bonne,"9383027","93",F1,F121,"00757",CSZ,CSZ,,"1","283"
"861","018","2021","83137",NON,"83","83069",F,OUI,"248300543","830690122","954409.4","6227402",HZ,"2","2","2",X,X,Bonne,HZ,"93",F1,F113,"00757",CSZ,CSZ,,"2","283"
"862","018","2021","83137",OUI,"83","83069",F,OUI,"248300543","830690103","954543.5","6229327",HZ,"2","2","2",X,X,Bonne,HZ,"93",F1,F121,"00757",CSZ,CSZ,,"1","283"
"863","018","2021","83137",OUI,"83","83069",F,OUI,"248300543","830690103","954523.3","6229323",HZ,"2","2","2",X,X,Bonne,HZ,"93",F1,F112,"00757",CSZ,CSZ,,"1","283"
"864","018","2021","83137",OUI,"83","83069",F,OUI,"248300543","830690121","955873.3","6227702",HZ,"2","2","2",X,X,Bonne,HZ,"93",F1,F120,"00757",CSZ,CSZ,,"2","283"
"865","018","2021","83137",NON,"83","83069",F,OUI,"248300543","830690126","954578.6","6233173",HZ,"2","2","2",X,X,Bonne,HZ,"93",F1,F101,"00757",CSZ,CSZ,,"1","283"
"866","018","2021","83137",NON,"83","83069",F,OUI,"248300543","830690126","954590.5","6233262",HZ,"2","2","2",X,X,Bonne,HZ,"93",F1,F102,"00757",CSZ,CSZ,,"1","283"
"867","018","2021","83137",NON,"83","83069",F,OUI,"248300543","830690126","954597","6233242",HZ,"2","2","2",X,X,Bonne,HZ,"93",F1,F103,"00757",CSZ,CSZ,,"1","283"
"868","018","2021","83137",NON,"83","83069",F,NON,"248300543","830690126","954606.3","6233233",HZ,"2","2","2",X,X,Bonne,HZ,"93",F1,F111,"00757",CSZ,CSZ,,"1","283"
"869","018","2021","83137",NON,"83","83069",F,OUI,"248300543","830690122","954584","6225071",HZ,"2","2","2",X,X,Bonne,HZ,"93",F1,F118,"00757",CSZ,CSZ,,"1","283"
"870","018","2021","83137",NON,"83","83069",F,NON,"248300543","830690126","953104.3","6235854",HZ,"2","2","2",X,X,Bonne,HZ,"93",F1,F106,"00757",CSZ,CSZ,,"4","283"
"871","018","2021","83137",OUI,"83","83069",F,OUI,"248300543","830690112","951910.2","6230151",HZ,"2","2","2",X,X,Bonne,HZ,"93",F1,F120,"00757",CSZ,CSZ,,"2","283"
"872","018","2021","83137",OUI,"83","83069",F,OUI,"248300543","830690107","954671.4","6229823",QP083006,"2","2","2",X,X,Bonne,HZ,"93",F1,F116,"00757",CSZ,CSZ,,"1","283"
"873","018","2021","83137",OUI,"83","83069",F,OUI,"248300543","830690109","956159.2","6230429",HZ,"2","2","2",X,X,Bonne,HZ,"93",F1,F114,"00757",CSZ,CSZ,,"1","283"
"874","018","2021","83137",NON,"83","83069",F,NON,"248300543","830690128","956143.3","6230419",QP083007,"2","2","2",X,X,Bonne,HZ,"93",F1,F111,"00757",CSZ,CSZ,,"1","283"
"875","371","2021","83019",NON,"83","83070",F,OUI,"200027100","830700102","973388.1","6231855",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F111,"83307",CSZ,CSZ,,"1","283"
"876","018","2021","83137",OUI,"83","83090",F,OUI,"248300543","830900103","932892.6","6230095",CSZ,"2",X,X,X,"2",Bonne,CSZ,"93",F1,F120,"00757",CSZ,HZ,,"2","283"
"877","018","2021","83091",NON,"83","83091",F,NON,"200027100","830910000","960669.3","6242325",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F109,"83205",CSZ,CSZ,,"1","283"
"878","018","2021","83091",NON,"83","83091",F,OUI,"200027100","830910000","955776.4","6241050",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F103,"83205",CSZ,CSZ,,"3","283"
"879","018","2021","83091",OUI,"83","83091",F,OUI,"200027100","830910000","955257.8","6241160",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F114,"83205",CSZ,CSZ,,"1","283"
"880","018","2021","83091",OUI,"83","83091",F,OUI,"200027100","830910000","955841.9","6241184",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F112,"83205",CSZ,CSZ,,"1","283"
"881","018","2021","83091",OUI,"83","83091",F,OUI,"200027100","830910000","955841.9","6241184",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F120,"83205",CSZ,CSZ,,"1","283"
"882","018","2021","83091",NON,"83","83091",F,OUI,"200027100","830910000","955273.8","6241718",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F113,"83205",CSZ,CSZ,,"2","283"
"883","018","2021","83091",NC,"83","83091",F,NC,"200027100","830910000","955829.3","6241152",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F2,F203,"83205",CSZ,CSZ,,"5","283"
"884","018","2021","83091",NON,"83","83091",F,OUI,"200027100","830910000","955316","6241558",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F102,"83205",CSZ,CSZ,,"1","283"
"885","018","2021","83091",NON,"83","83091",F,NON,"200027100","830910000","955884.3","6241262",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F111,"83205",CSZ,CSZ,,"1","283"
"886","018","2021","83091",OUI,"83","83091",F,OUI,"200027100","830910000","955502.6","6241409",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F121,"83205",CSZ,CSZ,,"1","283"
"887","018","2021","83092",OUI,"83","83092",F,OUI,"248300550","830920000","961432.5","6250016",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F121,"83308",CSZ,CSZ,,"1","383"
"888","018","2021","83092",OUI,"83","83092",F,OUI,"248300550","830920000","961432.5","6250016",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F114,"83308",CSZ,CSZ,,"1","383"
"889","018","2021","83092",OUI,"83","83092",F,OUI,"248300550","830920000","961432.5","6250016",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F120,"83308",CSZ,CSZ,,"1","383"
"890","018","2021","83092",NON,"83","83092",F,OUI,"248300550","830920000","962056.1","6250247",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F113,"83308",CSZ,CSZ,,"1","383"
"891","018","2021","83092",NON,"83","83092",F,OUI,"248300550","830920000","962006.9","6250199",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F102,"83308",CSZ,CSZ,,"1","383"
